siteid,lat,long,elev,year,trt,sampleinterval.plt,quadrat#,dayofyear.plt,totshtbiom,live.percent,dead.percent,gram.percent,forb.percent,shrub.percent,dayofyear.np,lfnppm,lfpppm,soilcppm,soilnppm
becca,44.908,-110.2629,1912.6,2013,gr,3,4,196,38.194,89.13,10.87,65.2173913,34.7826087,0,196,25277,2459,53000,5000
becca,44.908,-110.2629,1912.6,2013,gr,3,5,196,60.234,89.33,10.67,65.33333333,34.66666667,0,196,25277,2459,53000,5000
becca,44.908,-110.2629,1912.6,2013,gr,3,6,196,46.554,96.49,3.51,56.14035088,43.85964912,0,196,25277,2459,53000,5000
becca,44.908,-110.2629,1912.6,2013,gr,3,7,196,57.194,94.37,5.63,61.97183099,38.02816901,0,196,25277,2459,53000,5000
becca,44.908,-110.2629,1912.6,2013,gr,3,8,196,52.634,87.69,12.31,55.38461538,44.61538462,0,196,25277,2459,53000,5000
becca,44.908,-110.2629,1912.6,2013,gr,3,9,196,66.314,89.16,10.84,79.72972973,20.27027027,0,196,25277,2459,53000,5000
becca,44.908,-110.2629,1912.6,2013,gr,3,10,196,81.514,95.15,4.85,80.6122449,19.3877551,0,196,25277,2459,53000,5000
becca,44.908,-110.2629,1912.6,2013,gr,3,11,196,52.634,90.77,9.23,67.79661017,32.20338983,0,196,25277,2459,53000,5000
becca,44.908,-110.2629,1912.6,2013,gr,3,12,196,62.514,84.62,15.38,78.78787879,21.21212121,0,196,25277,2459,53000,5000
becca,44.908,-110.2629,1912.6,2013,gr,4,1,225,31.354,70.27,29.73,67.56756757,32.43243243,0,225,17832,2347,53000,5000
becca,44.908,-110.2629,1912.6,2013,gr,4,2,225,40.474,59.18,40.82,79.59183673,20.40816327,0,225,17832,2347,53000,5000
becca,44.908,-110.2629,1912.6,2013,gr,4,3,225,38.954,57.45,42.55,87.23404255,12.76595745,0,225,17832,2347,53000,5000
becca,44.908,-110.2629,1912.6,2013,gr,4,4,225,41.234,82,18,70,30,0,225,17832,2347,53000,5000
becca,44.908,-110.2629,1912.6,2013,gr,4,5,225,36.674,86.36,13.64,50,50,0,225,17832,2347,53000,5000
becca,44.908,-110.2629,1912.6,2013,gr,4,6,225,34.394,90.24,9.76,60.97560976,39.02439024,0,225,17832,2347,53000,5000
becca,44.908,-110.2629,1912.6,2013,gr,4,7,225,23.754,62.96,37.04,29.62962963,70.37037037,0,225,17832,2347,53000,5000
becca,44.908,-110.2629,1912.6,2013,gr,4,8,225,38.954,82.98,17.02,78.72340426,21.27659574,0,225,17832,2347,53000,5000
becca,44.908,-110.2629,1912.6,2013,gr,4,9,225,53.394,87.88,12.12,62.12121212,37.87878788,0,225,17832,2347,53000,5000
becca,44.908,-110.2629,1912.6,2013,gr,4,10,225,46.554,91.23,8.77,68.42105263,31.57894737,0,225,17832,2347,53000,5000
becca,44.908,-110.2629,1912.6,2013,gr,4,11,225,36.674,70.45,29.55,77.27272727,22.72727273,0,225,17832,2347,53000,5000
becca,44.908,-110.2629,1912.6,2013,gr,4,12,225,29.074,73.53,26.47,88.23529412,11.76470588,0,225,17832,2347,53000,5000
becca,44.908,-110.2629,1912.6,2013,gr,5,1,252,26.794,41.94,58.06,83.87096774,16.12903226,0,251,26101,3063,53000,5000
becca,44.908,-110.2629,1912.6,2013,gr,5,2,252,46.554,59.65,40.35,77.19298246,22.80701754,0,251,26101,3063,53000,5000
becca,44.908,-110.2629,1912.6,2013,gr,5,3,252,48.074,86.44,13.56,45.76271186,54.23728814,0,251,26101,3063,53000,5000
becca,44.908,-110.2629,1912.6,2013,gr,5,4,252,40.474,79.59,20.41,69.3877551,30.6122449,0,251,26101,3063,53000,5000
becca,44.908,-110.2629,1912.6,2013,gr,5,5,252,45.794,91.07,8.93,50,50,0,251,26101,3063,53000,5000
becca,44.908,-110.2629,1912.6,2013,gr,5,6,252,37.434,77.78,22.22,40,60,0,251,26101,3063,53000,5000
becca,44.908,-110.2629,1912.6,2013,gr,5,7,252,41.994,76.47,23.53,80.39215686,19.60784314,0,251,26101,3063,53000,5000
becca,44.908,-110.2629,1912.6,2013,gr,5,8,252,34.394,80.49,19.51,75.6097561,24.3902439,0,251,26101,3063,53000,5000
becca,44.908,-110.2629,1912.6,2013,gr,5,9,252,38.194,89.13,10.87,65.2173913,34.7826087,0,251,26101,3063,53000,5000
becca,44.908,-110.2629,1912.6,2013,gr,5,10,252,49.594,60.66,39.34,85.24590164,14.75409836,0,251,26101,3063,53000,5000
becca,44.908,-110.2629,1912.6,2013,gr,5,11,252,47.314,79.31,20.69,79.31034483,20.68965517,0,251,26101,3063,53000,5000
becca,44.908,-110.2629,1912.6,2013,gr,5,12,252,48.074,79.66,20.34,81.3559322,18.6440678,0,251,26101,3063,53000,5000
becca,44.908,-110.2629,1912.6,2013,gr,6,1,275,28.314,54.55,45.45,84.84848485,15.15151515,0,275,25419,2640,53000,5000
becca,44.908,-110.2629,1912.6,2013,gr,6,2,275,34.394,56.1,43.9,92.68292683,7.317073171,0,275,25419,2640,53000,5000
becca,44.908,-110.2629,1912.6,2013,gr,6,3,275,32.874,94.87,5.13,30.76923077,69.23076923,0,275,25419,2640,53000,5000
becca,44.908,-110.2629,1912.6,2013,gr,6,4,275,46.554,91.23,8.77,47.36842105,52.63157895,0,275,25419,2640,53000,5000
becca,44.908,-110.2629,1912.6,2013,gr,6,5,275,57.194,66.2,33.8,71.83098592,28.16901408,0,275,25419,2640,53000,5000
becca,44.908,-110.2629,1912.6,2013,gr,6,6,275,47.314,72.41,27.59,87.93103448,12.06896552,0,275,25419,2640,53000,5000
becca,44.908,-110.2629,1912.6,2013,gr,6,7,275,45.794,57.14,42.86,91.07142857,8.928571429,0,275,25419,2640,53000,5000
becca,44.908,-110.2629,1912.6,2013,gr,6,8,275,72.394,59.34,40.66,97.8021978,2.197802198,0,275,25419,2640,53000,5000
becca,44.908,-110.2629,1912.6,2013,gr,6,9,275,58.714,60.27,39.73,86.30136986,13.69863014,0,275,25419,2640,53000,5000
becca,44.908,-110.2629,1912.6,2013,gr,6,10,275,62.514,65.38,34.62,92.30769231,7.692307692,0,275,25419,2640,53000,5000
becca,44.908,-110.2629,1912.6,2013,gr,6,11,275,17.674,63.16,36.84,68.42105263,31.57894737,0,275,25419,2640,53000,5000
becca,44.908,-110.2629,1912.6,2013,gr,6,12,275,45.034,60,40,81.81818182,18.18181818,0,275,25419,2640,53000,5000
becca,44.908,-110.2629,1912.6,2014,gr,1,1,152,29.074,97.06,2.94,85.29411765,14.70588235,0,154,27149,,53000,5000
becca,44.908,-110.2629,1912.6,2014,gr,1,2,152,40.474,97.96,2.04,69.3877551,30.6122449,0,154,27149,,53000,5000
becca,44.908,-110.2629,1912.6,2014,gr,1,3,152,35.914,97.67,2.33,79.06976744,20.93023256,0,154,27149,,53000,5000
becca,44.908,-110.2629,1912.6,2014,gr,1,4,152,37.434,100,0,82.22222222,17.77777778,0,154,27149,,53000,5000
becca,44.908,-110.2629,1912.6,2014,gr,1,5,152,38.954,100,0,82.9787234,17.0212766,0,154,27149,,53000,5000
becca,44.908,-110.2629,1912.6,2014,gr,1,6,152,56.434,100,0,82.85714286,17.14285714,0,154,27149,,53000,5000
becca,44.908,-110.2629,1912.6,2014,gr,1,7,152,39.714,100,0,77.08333333,22.91666667,0,154,27149,,53000,5000
becca,44.908,-110.2629,1912.6,2014,gr,1,8,152,38.194,100,0,89.13043478,10.86956522,0,154,27149,,53000,5000
becca,44.908,-110.2629,1912.6,2014,gr,1,9,152,43.514,100,0,64.1509434,35.8490566,0,154,27149,,53000,5000
becca,44.908,-110.2629,1912.6,2014,gr,1,10,152,41.994,96.08,3.92,84.31372549,15.68627451,0,154,27149,,53000,5000
becca,44.908,-110.2629,1912.6,2014,gr,1,11,152,66.314,96.39,3.61,79.51807229,20.48192771,0,154,27149,,53000,5000
becca,44.908,-110.2629,1912.6,2014,gr,1,12,152,70.114,93.18,6.82,61.79775281,38.20224719,0,154,27149,,53000,5000
becca,44.908,-110.2629,1912.6,2014,gr,2,1,182,44.274,87.04,12.96,59.25925926,40.74074074,0,182,25531,,53000,5000
becca,44.908,-110.2629,1912.6,2014,gr,2,2,182,46.554,91.23,8.77,49.12280702,50.87719298,0,182,25531,,53000,5000
becca,44.908,-110.2629,1912.6,2014,gr,2,3,182,60.994,84.21,15.79,71.05263158,28.94736842,0,182,25531,,53000,5000
becca,44.908,-110.2629,1912.6,2014,gr,2,4,182,47.314,96.55,3.45,79.31034483,20.68965517,0,182,25531,,53000,5000
becca,44.908,-110.2629,1912.6,2014,gr,2,5,182,60.994,97.37,2.63,53.94736842,46.05263158,0,182,25531,,53000,5000
becca,44.908,-110.2629,1912.6,2014,gr,2,6,182,54.154,98.51,1.49,44.7761194,55.2238806,0,182,25531,,53000,5000
becca,44.908,-110.2629,1912.6,2014,gr,2,7,182,59.474,82.43,17.57,82.43243243,17.56756757,0,182,25531,,53000,5000
becca,44.908,-110.2629,1912.6,2014,gr,2,8,182,74.674,87.23,12.77,60.63829787,39.36170213,0,182,25531,,53000,5000
becca,44.908,-110.2629,1912.6,2014,gr,2,9,182,74.674,87.23,12.77,58.5106383,41.4893617,0,182,25531,,53000,5000
becca,44.908,-110.2629,1912.6,2014,gr,2,10,182,62.514,79.49,20.51,47.43589744,52.56410256,0,182,25531,,53000,5000
becca,44.908,-110.2629,1912.6,2014,gr,2,11,182,107.354,90.51,9.49,78.83211679,21.16788321,0,182,25531,,53000,5000
becca,44.908,-110.2629,1912.6,2014,gr,2,12,182,23.754,66.67,33.33,85.71428571,14.28571429,0,182,25531,,53000,5000
becca,44.908,-110.2629,1912.6,2014,gr,3,1,211,44.274,85.19,14.81,48.14814815,51.85185185,0,211,27009,,53000,5000
becca,44.908,-110.2629,1912.6,2014,gr,3,2,211,60.234,78.67,21.33,69.33333333,30.66666667,0,211,27009,,53000,5000
becca,44.908,-110.2629,1912.6,2014,gr,3,3,211,64.034,78.75,21.25,56.25,43.75,0,211,27009,,53000,5000
becca,44.908,-110.2629,1912.6,2014,gr,3,4,211,47.314,84.48,15.52,44.82758621,55.17241379,0,211,27009,,53000,5000
becca,44.908,-110.2629,1912.6,2014,gr,3,5,211,66.314,79.52,20.48,78.31325301,21.68674699,0,211,27009,,53000,5000
becca,44.908,-110.2629,1912.6,2014,gr,3,6,211,55.674,73.91,26.09,56.52173913,43.47826087,0,211,27009,,53000,5000
becca,44.908,-110.2629,1912.6,2014,gr,3,7,211,82.274,82.69,17.31,77.88461538,22.11538462,0,211,27009,,53000,5000
becca,44.908,-110.2629,1912.6,2014,gr,3,8,211,76.954,83.51,16.49,86.59793814,13.40206186,0,211,27009,,53000,5000
becca,44.908,-110.2629,1912.6,2014,gr,3,9,211,60.234,80,20,85.33333333,14.66666667,0,211,27009,,53000,5000
becca,44.908,-110.2629,1912.6,2014,gr,3,10,211,38.194,82.61,17.39,86.95652174,13.04347826,0,211,27009,,53000,5000
becca,44.908,-110.2629,1912.6,2014,gr,3,11,211,54.154,82.09,17.91,50.74626866,49.25373134,0,211,27009,,53000,5000
becca,44.908,-110.2629,1912.6,2014,gr,3,12,211,54.914,79.41,20.59,64.86486486,35.13513514,0,211,27009,,53000,5000
becca,44.908,-110.2629,1912.6,2014,gr,4,1,238,39.714,83.33,16.67,62.5,37.5,0,240,34133,,53000,5000
becca,44.908,-110.2629,1912.6,2014,gr,4,2,238,61.754,79.22,20.78,80.51948052,19.48051948,0,240,34133,,53000,5000
becca,44.908,-110.2629,1912.6,2014,gr,4,3,238,44.274,83.33,16.67,57.40740741,42.59259259,0,240,34133,,53000,5000
becca,44.908,-110.2629,1912.6,2014,gr,4,4,238,49.594,88.52,11.48,67.21311475,32.78688525,0,240,34133,,53000,5000
becca,44.908,-110.2629,1912.6,2014,gr,4,5,238,81.514,70.87,29.13,69.90291262,29.12621359,0.961538462,240,34133,,53000,5000
becca,44.908,-110.2629,1912.6,2014,gr,4,6,238,52.634,86.15,13.85,53.84615385,46.15384615,0,240,34133,,53000,5000
becca,44.908,-110.2629,1912.6,2014,gr,4,7,238,65.554,60.98,39.02,74.3902439,25.6097561,0,240,34133,,53000,5000
becca,44.908,-110.2629,1912.6,2014,gr,4,8,238,79.234,74,26,70,30,0,240,34133,,53000,5000
becca,44.908,-110.2629,1912.6,2014,gr,4,9,238,41.994,72.55,27.45,84.31372549,15.68627451,0,240,34133,,53000,5000
becca,44.908,-110.2629,1912.6,2014,gr,4,10,238,49.594,83.61,16.39,47.54098361,52.45901639,0,240,34133,,53000,5000
becca,44.908,-110.2629,1912.6,2014,gr,4,11,238,47.314,75.86,24.14,63.79310345,36.20689655,0,240,34133,,53000,5000
becca,44.908,-110.2629,1912.6,2014,gr,4,12,238,54.154,52.24,47.76,61.11111111,38.88888889,0,240,34133,,53000,5000
becca,44.908,-110.2629,1912.6,2014,gr,5,1,266,33.634,77.5,22.5,85,15,0,271,29838,,53000,5000
becca,44.908,-110.2629,1912.6,2014,gr,5,2,266,44.274,70.37,29.63,75.92592593,24.07407407,0,271,29838,,53000,5000
becca,44.908,-110.2629,1912.6,2014,gr,5,3,266,52.634,90.77,9.23,55.38461538,44.61538462,0,271,29838,,53000,5000
becca,44.908,-110.2629,1912.6,2014,gr,5,4,266,57.194,73.24,26.76,83.09859155,16.90140845,0,271,29838,,53000,5000
becca,44.908,-110.2629,1912.6,2014,gr,5,5,266,38.954,70.21,29.79,91.4893617,8.510638298,0,271,29838,,53000,5000
becca,44.908,-110.2629,1912.6,2014,gr,5,6,266,58.714,43.84,56.16,73.97260274,26.02739726,0,271,29838,,53000,5000
becca,44.908,-110.2629,1912.6,2014,gr,5,7,266,48.074,62.71,37.29,96.61016949,3.389830508,0,271,29838,,53000,5000
becca,44.908,-110.2629,1912.6,2014,gr,5,8,266,50.354,54.84,45.16,85.48387097,14.51612903,0,271,29838,,53000,5000
becca,44.908,-110.2629,1912.6,2014,gr,5,9,266,57.954,70.83,29.17,73.61111111,26.38888889,0,271,29838,,53000,5000
becca,44.908,-110.2629,1912.6,2014,gr,5,10,266,53.394,78.79,21.21,56.06060606,43.93939394,0,271,29838,,53000,5000
becca,44.908,-110.2629,1912.6,2014,gr,5,11,266,90.634,65.22,34.78,90.43478261,9.565217391,0,271,29838,,53000,5000
becca,44.908,-110.2629,1912.6,2014,gr,5,12,266,45.794,78.57,21.43,74.54545455,25.45454545,0,271,29838,,53000,5000
black,44.948,-110.6045,1890.7,1999,gr,1,1,138,,,,,,,138,28660,,32880,3003
